"","...1","...2","...3","...4","...5","...6","date","tweet","word","source_file","masked_tweet","logp.jewish","logp.israeli","norm.logp.israeli","norm.logp.jewish","diff","included.l1","included.l2","included.l3","logp.muslim","logp.american","logp.gay","logp.black"
"50",53,53,53,53,58,117,2023-10-09,"Additionally the only source of this so far (that I've seen) is an unverified, nameless quote from an article in The Tablet, a right wing Zionist newspaper.","zionist","scraped_tweets_zionist_45092.json","Additionally the only source of this so far (that I've seen) is an unverified, nameless quote from an article in The Tablet, a right wing <mask> newspaper.",-9.69905721524148,-9.42865393669519,-4.52138748858365,-6.3198958133511,-1.79850832476744,TRUE,TRUE,TRUE,-11.6163341556331,-12.6536156985909,-13.0767874467284,-11.2663221984705
"51",54,54,54,54,60,122,2023-10-09,"qrts saw their faves in it and started jumping op bcs “ppl are dying and you’re looking at instagram likes” as if they said this thread would end the war but supporting a celebrity means giving them money and i’d like to be told when my money goes to a zionist","zionist","scraped_tweets_zionist_45092.json","qrts saw their faves in it and started jumping op bcs “ppl are dying and you’re looking at instagram likes” as if they said this thread would end the war but supporting a celebrity means giving them money and i’d like to be told when my money goes to a <mask>",-12.400048290234,-17.890729535739,-12.9834630876275,-9.02088688834362,3.96257619928384,TRUE,TRUE,FALSE,-9.87837953221002,-12.6872007507217,-12.0111759707244,-10.0339239677993
"52",55,55,55,55,61,123,2023-10-09,"The only islam grifter here is you

Your lack of awareness about the situation in Palestine & what they’ve experienced is glaring

How can you be so gullible as to believe every piece of Zionist-backed propaganda that flies your way all because your ex boyfriend broke your heart?","zionist","scraped_tweets_zionist_45092.json","The only islam grifter here is you

Your lack of awareness about the situation in Palestine & what they’ve experienced is glaring

How can you be so gullible as to believe every piece of <mask>-backed propaganda that flies your way all because your ex boyfriend broke your heart?",-7.13859939832613,-6.441469461406,-1.53420301329446,-3.75943799643575,-2.22523498314128,FALSE,FALSE,FALSE,-9.76837877447193,-9.44559064636277,-13.5383876812665,-15.587970298862
"53",56,56,56,56,62,124,2023-10-09,"girl the strike and your tooth did not make you a zionist like what is going on here","zionist","scraped_tweets_zionist_45092.json","girl the strike and your tooth did not make you a <mask> like what is going on here",-8.3225288147977,-13.3639116124744,-8.45664516436286,-4.94336741290732,3.51327775145555,TRUE,TRUE,TRUE,-7.2837739522646,-10.5914605552737,-7.77588469504683,-7.73166471246585
"54",57,57,57,57,63,125,2023-10-09,"How many Palestinian children have the Zionists killed in the past few years?  
It is a lot. How many have they killed in just the past 12 hours of their bombing campaigns.","zionist","scraped_tweets_zionist_45092.json","How many Palestinian children have the <mask> killed in the past few years?  
It is a lot. How many have they killed in just the past 12 hours of their bombing campaigns.",-7.84589119865758,-1.31899848217234,3.5882679659392,-4.4667297967672,-8.05499776270639,FALSE,FALSE,FALSE,-8.05880923683673,-7.21597754988016,-11.9981253871435,-13.2448309230008
"55",58,58,58,58,64,126,2023-10-09,"don’t you support the Zionist who have colonised and been displacing the Palestinian people for the past 75?","zionist","scraped_tweets_zionist_45092.json","don’t you support the <mask> who have colonised and been displacing the Palestinian people for the past 75?",-4.01899304584989,-1.49674156460265,3.41052488350889,-0.639831643959506,-4.05035652746839,FALSE,FALSE,FALSE,-4.62532793188712,-6.75986019649956,-10.5843793074077,-9.63328841230598
"56",59,59,59,59,66,134,2023-10-09,"Palestinians are rising up, and they have been for decades, since before the Zionist entity even officially came to exist. They will continue to until the colonization of Palestine ends.","zionist","scraped_tweets_zionist_45092.json","Palestinians are rising up, and they have been for decades, since before the <mask> entity even officially came to exist. They will continue to until the colonization of Palestine ends.",-4.25320506550743,-1.685323891336,3.22194255677554,-0.874043663617046,-4.09598622039258,FALSE,FALSE,FALSE,-7.16955112002818,-6.44752659498419,-12.1221721733256,-8.99698663721551
"57",60,60,60,60,67,138,2023-10-09,"tooth pain is not an excuse for being a zionist this is fucking ridiculous oh my god","zionist","scraped_tweets_zionist_45092.json","tooth pain is not an excuse for being a <mask> this is fucking ridiculous oh my god",-8.77801594132128,-15.2347893118553,-10.3275228637438,-5.3988545394309,4.92866832431287,TRUE,TRUE,TRUE,-10.8752085085691,-13.8903130417878,-7.7263793396208,-13.1451358248013
"58",61,61,61,61,68,139,2023-10-09,"Palestinians are being carpet bombed with illegal white phosphorus & have been bombed and murdered in an open air 

concentration camp for over 75 years.   

But poor CNN mouthpiece frantically performing for the camera, & carrying  water for Zionist war crimes.
Florellaiabel","zionist","scraped_tweets_zionist_45092.json","Palestinians are being carpet bombed with illegal white phosphorus & have been bombed and murdered in an open air 

concentration camp for over 75 years.   

But poor CNN mouthpiece frantically performing for the camera, & carrying  water for <mask> war crimes.
Florellaiabel",-5.64596031318711,-0.993537501869527,3.91372894624201,-2.26679891129673,-6.18052785753874,FALSE,FALSE,FALSE,-7.25974075326782,-5.99007097850444,-8.56973824191951,-8.58767127802025
"59",62,62,62,62,69,140,2023-10-09,"Remember when you loved Nick Fuentes and were concerned with political persecution of Patriots by our Zionist occupied government? Then you sold out and stabbed him in the back for a failed attempt at mainstream success.","zionist","scraped_tweets_zionist_45092.json","Remember when you loved Nick Fuentes and were concerned with political persecution of Patriots by our <mask> occupied government? Then you sold out and stabbed him in the back for a failed attempt at mainstream success.",-5.65236680521839,-5.40784567811914,-0.500579230007603,-2.27320540332801,-1.7726261733204,TRUE,TRUE,TRUE,-3.95666844376778,-4.86331378158876,-9.47341753031895,-6.83559010474055
"60",63,63,63,63,70,141,2023-10-09,"zionists be like “violence is not the answer” well go tell that to the IDF idk what you’re talking about","zionist","scraped_tweets_zionist_45092.json","<mask> be like “violence is not the answer” well go tell that to the IDF idk what you’re talking about",-5.56605383087003,-5.36674505411203,-0.459478606000493,-2.18689242897965,-1.72741382297915,FALSE,FALSE,FALSE,-3.81387716812638,-3.9521523272137,-5.59828054207733,-9.09911657346027
"61",64,64,64,64,71,144,2023-10-09,"We can’t defeat ethnonationalism in isolation or without internationalism. There will be no victory in Palestine, Armenia or Haiti without the defeat of the BJP in India, the toppling of zionist sellouts throughout the Arab world, and obviously the overthrow of the United States.","zionist","scraped_tweets_zionist_45092.json","We can’t defeat ethnonationalism in isolation or without internationalism. There will be no victory in Palestine, Armenia or Haiti without the defeat of the BJP in India, the toppling of <mask> sellouts throughout the Arab world, and obviously the overthrow of the United States.",-5.07535561102308,-4.73657817971879,0.170688268392747,-1.6961942091327,-1.86688247752544,FALSE,FALSE,FALSE,-3.83831659614214,-5.15998825546967,-10.3389251340357,-7.32036453709134
"62",65,65,65,65,72,145,2023-10-09,"(left) Here you see someone speaking against Hamas 

Saying when you target women and children you lose all sympathy

(Right) here you see a Zionist justifying killing babies in Palestine 

__ 

I’m old enough to remember when killing  &  wasn’t cool. Call me lame if you must","zionist","scraped_tweets_zionist_45092.json","(left) Here you see someone speaking against Hamas 

Saying when you target women and children you lose all sympathy

(Right) here you see a <mask> justifying killing babies in Palestine 

__ 

I’m old enough to remember when killing  &  wasn’t cool. Call me lame if you must",-3.46881767677267,-6.6909466994978,-1.78368025138626,-0.089656274882286,1.69402397650398,FALSE,FALSE,FALSE,-2.7339100217745,-8.92833685858145,-9.77755981008096,-10.3186141312982
"63",66,66,66,66,73,146,2023-10-09,"the way zionist are working overtime to spread misinformation about what happening in palestine is wild. theyre literally using videos and photos of THEIR OWN war crime against palestine and saying that palestine is doing it to them. the jokes write themselves","zionist","scraped_tweets_zionist_45092.json","the way <mask> are working overtime to spread misinformation about what happening in palestine is wild. theyre literally using videos and photos of THEIR OWN war crime against palestine and saying that palestine is doing it to them. the jokes write themselves",-5.6225794259209,-8.48310645082227,-3.57584000271073,-2.24341802403052,1.33242197868022,FALSE,FALSE,FALSE,-5.17836951052767,-3.58068122772178,-8.7892329439387,-10.8956568996381
"64",67,67,67,67,74,147,2023-10-09,"Friendly reminder that the modern Zionist would consider their own founders self hating antisemites","zionist","scraped_tweets_zionist_45092.json","Friendly reminder that the modern <mask> would consider their own founders self hating antisemites",-3.65941382348069,-6.36096692969025,-1.45370048157871,-0.280252421590306,1.17344805998841,TRUE,TRUE,FALSE,-6.33142250016765,-6.23938185485263,-9.82208290478423,-8.38797315095415
"65",68,68,68,68,75,150,2023-10-09,"Teach your children that Palestine is occupied, that Masjid al-ʾAqṣā is held captive, that the Zionist entity is an enemy, that resistance is an honor, and that there is no state called Israel.","zionist","scraped_tweets_zionist_45092.json","Teach your children that Palestine is occupied, that Masjid al-ʾAqṣā is held captive, that the <mask> entity is an enemy, that resistance is an honor, and that there is no state called Israel.",-4.58126243618144,-2.28398077334487,2.62328567476667,-1.20210103429106,-3.82538670905772,FALSE,FALSE,FALSE,-6.83595474321898,-7.21559617432481,-11.0957882813947,-9.31686764634608
"66",69,69,69,69,76,156,2023-10-10,"The Third World War must be fomented by taking advantage of the differences caused by the 'agentur' of the 'Illuminati' between the political Zionists and the leaders of Islamic World...  ""Morals and Dogma"" ~ Albert Pike 1871","zionist","scraped_tweets_zionist_45092.json","The Third World War must be fomented by taking advantage of the differences caused by the 'agentur' of the 'Illuminati' between the political <mask> and the leaders of Islamic World...  ""Morals and Dogma"" ~ Albert Pike 1871",-10.2434612638154,-11.5313895754289,-6.62412312731736,-6.86429986192502,-0.240176734607653,TRUE,TRUE,FALSE,-8.50394712351532,-9.70900729225999,-13.6448985031788,-12.2186264986173
"67",70,70,70,70,77,157,2023-10-10,"Numbers don’t lie,

But Zionist do!

If you think Palestinians are the “aggressors”

The problem is you.

Take a look at the statistics and how Israel has literally genocide Palestinians for the past 75 years!","zionist","scraped_tweets_zionist_45092.json","Numbers don’t lie,

But <mask> do!

If you think Palestinians are the “aggressors”

The problem is you.

Take a look at the statistics and how Israel has literally genocide Palestinians for the past 75 years!",-11.2599941362334,-9.70534875797398,-4.79808230986244,-7.88083273434302,-3.08275042448057,FALSE,FALSE,FALSE,-7.38781489389518,-7.46520139964011,-11.9857556727272,-10.1213656719661
"68",71,71,71,71,78,159,2023-10-10,"Okay, but where was this energy from the UN the past five decades or so that the Zionists harassed and killed Palestinians?","zionist","scraped_tweets_zionist_45092.json","Okay, but where was this energy from the UN the past five decades or so that the <mask> harassed and killed Palestinians?",-6.58041737113103,-3.15375057875262,1.75351586935892,-3.20125596924065,-4.95477183859956,FALSE,FALSE,FALSE,-3.9578837602158,-5.53783920856841,-7.9324187627758,-9.52941249397492
"69",72,72,72,72,80,163,2023-10-10,"Genuinely entertained by people who are pretending that Zionist apologism is a minority opinion and therefore are scared to come out in support of colonizers","zionist","scraped_tweets_zionist_45092.json","Genuinely entertained by people who are pretending that <mask> apologism is a minority opinion and therefore are scared to come out in support of colonizers",-5.73916482179817,-7.49465592603924,-2.5873894779277,-2.36000341990779,0.227386058019917,TRUE,FALSE,FALSE,-7.6043763349909,-6.37240296319274,-4.29521005718499,-3.82676157620849
"70",73,73,73,73,81,164,2023-10-10,"How many people out there understand that even if everyone in Gaza suddenly became a Zionist Israel still wouldn’t let them go home?","zionist","scraped_tweets_zionist_45092.json","How many people out there understand that even if everyone in Gaza suddenly became a <mask> Israel still wouldn’t let them go home?",-3.81927428255514,-8.86174550957362,-3.95447906146208,-0.440112880664756,3.51436618079733,FALSE,FALSE,FALSE,-1.78364373149586,-8.82994340435923,-8.78668462676499,-8.33444556144922
